,Clean_Text,Label
2852,hadap omicron perintah siap vaksin booster panjang karantina nkripulihberkatvaksin,positif
2853,fakta fakta omicron mutasi rekombinasi vaksin,netral
2854,aman tular ketat prokes lupa jokowi,netral
2855,cegah omicron wakil gubernur dorong vaksin booster lansia komorbid,netral
2856,vaksin kuat booster januari perintah cepat laksana vaksinasi,positif
2857,ppkm level batal nataru seluruh indonesia selesai nataru grafik tingkat,negatif
2858,omicron khawatir labuh imun tubuh turun efektivitas vaksin teemasuk jangkit yan,netral
2859,blasio jaring televisi msnbc perintah langkah cegah dim,netral
2860,omicron khawatir labuh imun tubuh turun efektivitas vaksin teemasuk jangkit,netral
2861,vaksinasi tiga antisipasi omicron,positif
2862,beda gejala omicron vaksin vaksin,positif
2863,tangkal omicron masyarakat imbau takut vaksin prokes tuntas,negatif
2864,tangkal omicron masyarakat imbau takut vaksin prokes tuntas,negatif
2865,menko airlangga timpang vaksin negara maju negara kembang omicron mun,netral
2866,blasio jaring televisi msnbc perintah langkah cegah viru,netral
2867,who desak asia pasifik waspada lonjak picu omicron perintah ajak masyarakat,netral
2868,vaksin kang kena omicron kojol pulak,netral
2869,tangkal omicron masyarakat dihimbau takut vaksin prokes tuntas,positif
2870,tangkal omicron masyarakat dihimbau takut vaksin prokes tuntas,positif
2871,bongkar drama tetek bengek vaksinasi buka vaksin,negatif
2872,colong omicron perintah booster vaksin,negatif
2873,tangkal omicron masyarakat imbau takut vaksin masyarakat patuh protokol kese,positif
2874,tangkal omicron masyarakat imbau takut vaksin masyarakat patuh protokol,positif
2875,tangkal omicron masyarakat imbau takut vaksin masyarakat patuh protokol,positif
2876,tangkal omicron masyarakat imbau takut vaksin masyarakat patuh protokol,positif
2877,tangkal omicron masyarakat imbau takut vaksin masyarakat patuh protokol,positif
2878,tangkal omicron masyarakat dihimbau takut vaksin prokes tuntas,positif
2879,tangkal omicron masyarakat dihimbau takut vaksin prokes tuntas,positif
2880,tangkal omicron masyarakat dihimbau takut vaksin prokes tuntas,positif
2881,tangkal omicron masyarakat dihimbau takut vaksin prokes tuntas,positif
2882,tangkal omicron masyarakat dihimbau takut vaksin prokes tuntas,positif
2883,tangkal omicron masyarakat dihimbau takut vaksin prokes tuntas,positif
2884,tangkal omicron masyarakat dihimbau takut vaksin prokes tuntas,positif
2885,tangkal omicron masyarakat dihimbau takut vaksin prokes tuntas,positif
2886,ppkm batal omicron vaksin obat cuan,negatif
2887,postingan media sosial bagi daftar duga gejala omicron sirat,negatif
2888,postingan media sosial bagi daftar duga gejala omicron sirat,negatif
2889,ppkm level batal nataru seluruh indonesia selesai nataru grafik tingkat,negatif
2890,tangkal omicron masyarakat dihimbau takut vaksin prokes tuntas,positif
2891,ayolaaah kawan tunda vaksin vaksinasi efektif cegah papar omicron takut,netral
2892,tangkal omicron masyarakat imbau takut vaksin prokes tuntas,positif
2893,tangkal omicron masyarakat imbau takut vaksin prokes tuntas,positif
2894,downgrade omicron gejala karakteristik kena su,netral
2895,ppkm level batal nataru seluruh indonesia selesai nataru grafik tingkat cov,negatif
2896,kawan barcelona madrid undang jakarta bawa omicron gima,negatif
2897,temu vaksin astra zeneca mati bukti ban,negatif
2898,temu vaksin astra zeneca mati bukti den,negatif
2899,hoaks putar edar pek omicron vaksin,negatif
2900,temu vaksin astrazeneca sarah gilbert vaksin efektif hadap omicron,netral
2901,ku vaksiiin kena papar amit amit,negatif
2902,nkripulihberkatvaksin hadap omicron perintah siap vaksin booster panjang karantina,netral
2903,ayolaaah kawan tunda vaksin vaksinasi efektif cegah papar omicron,netral
2904,tuju wakil gubernur mdhan vaksinasi booster lansia komorbid vaksinasi,netral
2905,hadap omicron perintah siap vaksin booster panjang karantina nkripulihberkatvaksin,netral
2906,hadap omicron perintah siap vaksin booster panjang karantina nkripulihberkatvaksin,netral
2907,herd immunity bentuk lingkung masyarakat sebar kovid lawan terma,netral
2908,cegah omicron anies siap vaksin booster warga jakarta aniesbaswedan,netral
2909,temu astrazeneca vaksin efektif omicron,netral
2910,temu astrazeneca vaksin efektif omicron,netral
2911,ydp agong zahir gusar tular baharu omicron klasifikasi bahaya cepat rebak,netral
2912,agong nasihat rakyat lengkap vaksinasi dapat galak vaksin patuh sop agong,netral
2913,berita agong gusar tular omicron nasihat rakyat ambil vaksin disiplin patuh sop istana negara ht,positif
2914,antisipasi omicron jokowi siap vaksin booster januari,positif
2915,postingan media sosial bagi daftar duga gejala omicron sirat gej,netral
2916,vaksin kuat booster januari perintah cepat laksana vaksi,netral
2917,oxford omicron salah cipta vaksin sebut data,netral
2918,sila tutup sektor spa refleksologi kawal risiko omicron jangkit vaksin penuh galak,netral
2919,isu omicron jangkit lepas vaksin penuh sila tutup sektor spa,netral
2920,omicron tular vaksin harap omicron,netral
2921,dukung bijak takut omicron agal program pusat vaksinas,positif
2922,perintah langkah langkah masyarakat hindar sebar omicron jokowi,positif
2923,berita populer senin klaster omicron temu denmark vaksinasi jakarta lampau,positif
2924,iring temu omicron negara perintah booster vaksin januari efe,netral
2925,vaksin gin ngab ngebantu mem,netral
2926,kontribusi lawan omicron vaksin jaga prokes tingkat imun tubuh senjata,positif
2927,layman terms omicron mudah tular banding delta lekat delta sel paru seh,netral
2928,dunia kesan vaksin rendah omicron ketua moderna,netral
2929,iring temu omicron negara perintah booster vaksin januari,netral
2930,profesor gilbert protein lonjak omicron kandung mutasi tingkat penulara,netral
2931,antisipasi ledak omicron,positif
2932,ahli teliti desak tidak vaksin khusus omicron,netral
2933,ahli teliti desak tidak vaksin khusus omicron varianomicron vaksin,netral
2934,ahli teliti desak tidak vaksin khusus omicron,netral
2935,sarah gilbert temu vaksin astrazeneca ingat vaksin sedia efektif omicron,netral
2936,siap sambut omicron vaksin jual hehehehehe negeri bumn,negatif
2937,perintah langkah langkah masyarakat hindar sebar omicron presiden,netral
2938,omicron kandung mutasi pengaruh cepat tular hindar antibodi,positif
2939,antisipasi omicron jokowi vaksin booster januari,positif
2940,lawan omicron ahli singapura dorong vaksin booster,positif
2941,omicron masuk indo warga bondong vaksin booster cuan masuk pola,negatif
2942,total positifomicron terima vaksin,positif
2943,sarah gilbert temu vaksin astrazeneca ingat vaksin sedia efektif untu,netral
2944,vaksin vaksin omicron,netral
2945,sarah ingat vaksin sedia efektif hadap,netral
2946,temu vaksin astrazeneca sarah gilbert vaksin efektif hadap omicron,netral
2947,cegah sebar omicron jerman batas mobilitas warga vaksin infosepakbola sepakbola,positif
2948,siti nadia juru bicara vaksinasi kemenkes omicron meningkatk,positif
2949,vaksinasi dosis tiga cegah omicron merahputihcom vaksinasi omicron,positif
2950,iring temu omicron negara perintah booster vaksin januari,positif
2951,waspada omicron perintah dorong booster vaksin anak januari,positif
2952,berita vaksin sedia efektif presiden moderna inc stephen hoge amar bahawa vaksi,netral
2953,afrika sorot omicron dunia alpa negara negara miskin jatah vaksin,positif
2954,iring temu omicron negara perintah booster vaksin januari,positif
2955,vaksinasi tiga antisipasi omicron,positif
2956,lawan omicron ahli singapura dorong vaksin booster,positif
2957,omicron kandung mutasi pengaruh cepat tular hindar anti,netral
2958,who imbau negara negara asia pasifik tingkat kapasitas pe,netral
2959,iring temu omicron negara perintah booster vaksin januari,positif
2960,atur permenkes tutup airlangga,netral
2961,diplomat afrika selatan larang jalan akibat omicron sifat diskriminatif,netral
2962,omicron bahaya delta usaha buat vaksin lomba lomba,netral
2963,kait vaksin anak anak airlangga kumparannews,netral
2964,kait vaksin anak anak airlangga kumparannews,netral
2965,bukti daftar gejala cantum postingan gejala komplikasi vaksin,netral
2966,postingan media sosial bagi daftar duga gejala omicron sirat,negatif
2967,hoaxbuster awas hoaks omicron sebab komplikasi vaksin lengkap,negatif
2968,bernamadotcom dunia kesan vaksin rendah omicron ketua moderna,netral
2969,diplomat afrika selatan larang jalan akibat omicron sifat diskriminatif,netral
2970,afrika sorot omicron dunia alpa negara negara miskin jata,positif
2971,logika indonesia vaksin warga israel malaysia singapura korea selatan su,netral
2972,omicron bahaya delta usaha buat vaksin lomba,netral
2973,tambah bahawa jawapan ringkas data pasti hoge,netral
2974,presiden moderna inc stephen hoge amar bahawa vaksin coronavirus kesan strain,netral
2975,dunia kesan vaksin rendah omicron ketua moderna,netral
2976,hoge vaksin sedia bukti kesan omicron laku vari,netral
2977,hoge vaksin sedia bukti kesan omicron laku deng,netral
2978,cegah omicron rebak jerman batas mobilitas warga vaksin infosepakbola sepakbola,positif
2979,butuh vaksin booster hadap omicron simak jelas,netral
2980,vaksin kesan lawan omicron bos keluar vaksin,netral
2981,disinformasi omicron sebab komplikasi vaksin lansir,netral
2982,misteri omicron bala,netral
2983,warga jepang vaksin dosis tiga kuat daya tahan tubuh lawan,positif
2984,milik genetik flu omicron lolos vaksin,netral
2985,antisipasi omicron bunda jambi gencar vaksin,positif
2986,vaksinasi larang unjung toko butuh pangan apotek htt,positif
2987,buat vaksin dasar kandung dalam khusus omi,netral
2988,antisipasi omicron bunda jambi gencar vaksin,positif
2989,sinovac produksi vaksin khusus tangkal omicron,netral
2990,maria tunggu data data sifat lengkap,netral
2991,sinovac siap vaksin lawan omicron,netral
2992,vaksin booster hadap omicron tegas kemenkes,positif
2993,cegah omicron vaksin disiplin protokol sehat,positif
2994,beda gejala omicron vaksin,netral
2995,cegah omicron vaksin disiplin protokol sehat,positif
2996,pfizer ajar vaksin anak antisipasi tular delta omicron,netral
2997,novavax produksi komersial vaksin kembang khusus omicron januari omicron,netral
2998,sinovac racik vaksin lawan omicron,netral
2999,sinovac racik vaksin lawan omicron,netral
3000,inisiatif global saintis halang omicron awal international travel rapid testing kenal,netral
3001,sinovac produksi vaksin lawan omicron omicron sinovac vaksincovid,netral
3002,omicron bahaya delta usaha buat vaksin lomba,netral
3003,sinovac racik vaksin lawan omicron,netral
3004,omicron picu panik dunia negara langsung tutup terbang afrika selatan,netral
3005,cegah omicron program vaksin booster gelar januari disiplin protokol sehat,positif
3006,organisasi sehat dunia sebut vaksin potensi lindung pasien gejala berat akibat infeksi,positif
3007,cegah omicron luhut program vaksin booster gelar januari disiplin protokol sehat,positif
3008,waspada omicron takut jaga prokes vaksin,positif
3009,kdng curah hati hebat dunia makhluk nali cepat alpha delta omicro,netral
3010,update desember juta kuba baru vaksin tangkal omicron,netral
3011,pria terima vaksin april vaksin lansir astrazeneca,netral
3012,omicron muncul afrika selatan diskriminasi vak,negatif
3013,cegah omicron vaksin booster gelar disiplin protokol sehat,positif
3014,omicron utama negara ubah delta scientists,netral
3015,disiplin protokol sehat cegah omicron luhut program vaksin booster gelar januari,positif
3016,disiplin protokol sehat cegah omicron luhut program vaksin booster gelar januari,positif
3017,cegah omicron luhut program vaksin booster gelar januari disiplin protokol sehat,positif
3018,cegah omicron luhut program vaksin booster gelar januari disiplin protokol sehat,positif
3019,disiplin protokol sehat cegah omicron luhut program vaksin booster gelar januari,positif
3020,disiplin protokol sehat cegah omicron luhut program vaksin booster gelar januari,positif
3021,disiplin protokol sehat cegah omicron luhut program vaksin booster gelar januari,positif
3022,disiplin protokol sehat cegah omicron luhut program vaksin booster gelar januari,positif
3023,sonorapagi vaksinasi hadap batas tambah pimpin jerman ada,netral
3024,kualalumpur babit pelbagai kes negara tempoh novemb,netral
3025,kondisi kini afrika selatan lahir omicron news internasional,netral
3026,hati hati sub omicron milik ciri unik tes pcr tempotekno,netral
3027,singapura kesan omicron,netral
3028,warga bekas kabar papar omicron papar delta,negatif
3029,baharu iaitu omicron gempar dunia kes afrika,netral
3030,minda omicron baharu tajuk utama lapor berita lapor berita,netral
3031,cepat kunci hadap omicron waspadaomicron,positif
3032,minda omicron baharu tajuk utama lapor berita lapo,netral
3033,cepat kunci hadap omicron waspadaomicron,positif
3034,omicron,netral
3035,perkara perkara omicron berita berita aneh group ahli keluarga cuba,netral
3036,omicron,netral
3037,tahu dunia heboh muncul omicron puan mahar,netral
3038,cegah masuk omicron indonesia ketua dpr larang anggota belergian,netral
3039,perintah inggris usaha lambat sebar omicron,netral
3040,negara lapor akibat omicron beritajogja,positif
3041,prof univ edinburgh omicron rebak cepat inggris,netral
3042,ajar tanda tanda omicron muncul parah beritajogja jogja,positif
3043,ajar tanda tanda omicron muncul parah beritajogja,positif
3044,baharu iaitu omicron gempar dunia kes afrika sel,netral
3045,sampel terima lantar turun indonesia,netral
3046,sampel terima lantar turun indonesia,netral
3047,ajar lembaga teliti afrika selatan minggu omicron milik peluang lum,netral
3048,kualalumpur babit pelbagai kes negara tempoh,netral
3049,taiwan rekod omicron,netral
3050,omicron tangan afrika selatan alami lonjak pesat,netral
3051,uji air limbah tunjuk sebar omicron,netral
3052,situasi indonesia gotong royong rang endemi,negatif
3053,gejala omicron beda dokter afrika selatan ungkap gejala khas omicron,netral
3054,omicron alat tes antigen swab pcr deteksi,netral
3055,warga bekas kabar papar omicron papar delta ht,negatif
3056,kesihatan omicron kes voc baharu lapor nov dis,netral
3057,taiwan konfirmasi omicron,positif
3058,lihat case positive tingkat sokor takut moga indonesia omicron,netral
3059,kenal gejala omicron,positif
3060,data terima who omicron milik gejala ringan delta,netral
3061,belanda ketat awas masuk warga negara asing wilayah afrika selatan sejumla,netral
3062,belanda ketat awas masuk warga negara asing wilayah afrika selatan,netral
3063,payah omicron agresif raja bangang pergi event terang lang,netral
3064,top nasional wakil presiden tanggap muktamar pcr khusus omicron,netral
3065,taiwan konfirmasi omicron,positif
3066,jepang lapor delapan omicron,positif
3067,antisipasi omicron dinkes tangsel siaga rumah sakit,positif
3068,data terima who omicron milik gejala ringan del,netral
3069,top nasional wakil presiden tanggap muktamar pcr khusus omicron temponasional,netral
3070,juru bicara vaksinasi menteri sehat siti nadiatarmizi ban kabar perintah,netral
3071,dokter afrika selatan omicron ringan ketimbang delta,netral
3072,tujuh jerman usia infeksi omicron afrika selat,netral
